"","dg_d_1","dg_d_2","dg_d_3","dg_v_1","dg_v_2","dg_v_3","ca3_d_1","ca3_d_2","ca3_d_3","ca3_v_1","ca3_v_2","ca3_v_3","ca1_d_1","ca1_d_2","ca1_d_3","ca1_v_1","ca1_v_2","ca1_v_3"
"Asrgl1",280,2268,3780,13496,2940,5572,17808,13608,16660,22428,28924,32060,12460,25424,16380,6720,3976,6580
"Ass1",0,0,0,84,112,112,252,168,0,84,1232,15792,3920,280,112,224,56,336
"Aste1",2240,3472,10164,4984,6608,11256,6916,6888,7112,5992,8148,7616,8624,3332,13384,2212,1092,1568
"Astl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astn1",41412,49336,44604,193956,206276,262556,383600,454048,470848,512540,548688,684992,319088,372176,263060,126140,93296,145208
"Astn2",308,84,0,308,140,168,672,420,28,448,1120,700,24584,26740,20132,1960,1008,3332
"Astx1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astx1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astx1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astx2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astx3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astx4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astx4b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astx4c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astx4d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astx5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astx6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asxl1",11452,8092,23772,25396,18032,20944,30688,30660,36176,44464,49980,41244,33852,47544,28560,8484,9576,15960
"Asxl2",8876,20496,30660,35168,27524,52136,25788,35868,21784,31080,41216,41216,44828,51968,31052,11984,9492,18928
"Asxl3",4788,2464,13468,26376,22428,25060,9884,11144,9688,1372,4452,14560,42476,41104,15932,1596,2548,2996
"Asz1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atad1",42224,66136,56672,130564,142688,131152,160356,187796,193760,190288,201432,234892,186172,216216,197624,55020,38444,67872
"Atad2",9240,3752,4396,7728,10220,7672,9520,22036,15624,8008,9940,11620,2492,1176,1568,1932,3108,3052
"Atad2b",9128,8148,5068,17444,11844,18312,5376,6384,7140,9688,8148,10444,13272,12712,8820,3220,2268,3528
"Atad3a",2912,2016,4760,6832,5068,12488,5880,9548,2240,11116,11956,16940,9268,12488,14616,3080,2856,4592
"Atad5",28,2912,6384,8540,5096,5180,3920,6580,7588,6804,7224,8988,10752,11200,8232,2940,812,2044
"Atat1",1288,6496,3332,12208,16128,11284,18900,21952,15372,30856,37044,36820,29288,32396,19684,9548,6664,7364
"Atcay",18172,18060,13776,38780,33600,19628,44912,44688,32928,55384,48636,65856,69608,101920,64204,19124,11872,15624
"Ate1",13468,13216,10556,36288,36988,36792,52892,78260,69216,80416,72156,127036,65324,51828,39844,20580,12572,23436
"Atf1",812,10416,3752,13328,20160,10864,4536,10444,12404,6160,9240,14616,10136,16156,4984,7924,2436,3752
"Atf2",58688,36176,80724,187936,184744,213304,265300,365092,356356,289240,281232,328832,264180,316204,262360,86240,51492,104692
"Atf3",1764,0,224,784,0,476,0,0,0,0,0,0,0,0,0,28,0,0
"Atf4",25200,17780,18312,16072,27272,19068,32480,43456,37128,42392,52864,54040,58548,85764,84252,16128,9940,11284
"Atf5",4732,868,0,1932,280,868,2604,2240,2128,3528,3444,5432,1736,7868,4676,476,644,1988
"Atf6",108864,66612,61628,55216,64568,81900,142296,196672,131068,71372,66920,100156,125076,149744,123620,33712,17052,28560
"Atf6b",10500,13776,4312,19544,13608,16492,10864,8652,8680,19628,18004,15512,19068,28672,13580,7308,4368,5404
"Atf7",12824,8092,4900,16968,13776,13132,12404,11984,11928,11452,15988,17556,14588,15988,20076,3724,1568,2912
"Atf7ip",31528,37828,23632,53732,53956,70840,45500,62188,50792,85624,75432,78064,117684,124012,76944,25788,19012,24276
"Atf7ip2",0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
"Atg10",616,1764,1904,2716,924,4284,4144,4256,6356,7168,4032,5404,5992,4312,2996,5432,952,1316
"Atg12",9044,7084,7952,6916,10248,13524,18900,21420,15540,29960,27188,32676,21504,24528,13832,6888,4900,9156
"Atg13",9128,5964,21336,25620,21980,23940,31696,28812,23632,31416,37100,46200,43736,50624,31864,12404,11144,13132
"Atg14",2660,4368,4788,7672,8036,6552,6272,8624,7868,7308,8008,10668,13272,17444,8932,3080,1876,5124
"Atg16l1",12460,6440,7056,11480,18396,15568,11200,11788,11088,11760,14028,19740,14756,22344,14392,2912,3948,5292
"Atg16l2",28,532,0,1512,812,980,2072,1624,476,3080,3472,3024,1540,5040,4396,196,476,980
"Atg2a",3668,2828,6692,12880,7112,6216,14532,16100,17388,17024,16296,19236,21364,19908,19964,5768,3052,7588
"Atg2b",15792,30240,24136,42672,49980,43960,52920,77224,55608,83328,79268,95424,52640,83664,57512,14392,15904,23016
"Atg3",10864,8764,7868,25732,15344,18620,24416,30604,16548,34496,41552,56448,37548,63168,31500,13048,9072,14560
"Atg4a",84,1736,0,2884,1708,3724,1260,3780,2688,2744,1736,1540,2184,3920,2184,420,448,252
"Atg4a-ps",0,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
"Atg4b",3332,1036,2744,7224,7756,8260,9660,12320,12432,13440,15512,15372,18732,13440,8848,3080,3276,4564
"Atg4c",9128,4844,4480,16128,11508,18368,30632,33208,36400,37632,27412,48076,31920,48636,30548,7168,5096,8344
"Atg4d",140,1092,224,1176,28,1204,1624,1036,812,1764,2212,1204,2072,2688,336,280,420,896
"Atg5",448,3248,1764,6300,3836,6356,10444,10136,8148,7700,10388,14196,11144,9492,5880,1120,2044,1624
"Atg7",10024,5656,3500,4816,6160,15008,9156,9576,9380,16492,14588,21308,6468,14112,11452,5012,1652,3304
"Atg9a",16772,13468,14868,26768,30156,27188,69804,56840,57988,64820,65240,73332,78316,86352,73220,18928,12656,20524
"Atg9b",0,0,56,252,448,112,224,0,56,728,364,1848,112,140,1316,168,784,84
"Athl1",0,0,0,0,0,0,0,0,0,224,420,476,448,672,0,0,56,168
"Atic",1848,2352,308,4592,4424,5880,5040,8736,3556,6272,11144,10444,6188,8820,7000,4172,3808,5348
"Atl1",18004,11480,12516,36876,27832,42028,101808,113456,121324,109648,99876,125860,141932,145096,102088,36484,23268,38948
"Atl2",11928,31724,17528,39228,29512,31920,43092,57344,54460,55636,60816,62328,47348,61600,46312,21168,15176,18172
"Atl3",9660,19516,5684,37240,41412,45752,59080,70868,65100,47320,50008,62748,57008,64596,39648,21672,11424,16072
"Atm",13776,3248,8596,25144,25900,23352,33348,43820,35840,43988,37016,43848,29904,32116,26740,9744,6608,9828
"Atmin",8792,6664,16828,22848,24808,17556,48888,59052,39760,65996,53088,68236,42112,45864,30520,8260,7672,17080
"Atn1",33544,33096,42056,36260,36680,37716,33768,27356,23968,39480,40320,47208,46564,46396,37436,21308,11648,15736
"Atoh1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atoh7",0,56,84,0,0,0,28,0,0,28,56,112,0,0,0,0,0,28
"Atoh8",0,0,0,0,0,28,252,28,364,140,112,56,28,224,0,28,112,0
"Atox1",756,1540,4340,2464,3248,4060,4816,5348,5012,10136,9996,8372,8316,12180,5908,4228,2268,2912
"Atp10a",0,0,0,28,28,0,28,0,112,308,0,420,0,0,0,252,56,280
"Atp10b",0,0,0,784,1792,1540,140,0,0,0,280,0,0,0,0,0,0,0
"Atp10d",448,196,1624,3444,9576,5516,448,1484,308,1428,728,1624,28,784,1316,0,196,224
"Atp11a",24948,11060,27048,31052,23492,32508,25368,29288,20636,30212,29596,30716,23912,22904,24640,8988,6020,6384
"Atp11b",8960,26460,14252,81228,63672,69944,60704,68880,64064,61880,70532,82180,58828,64036,32424,25060,11564,17472
"Atp11c",7392,3640,6132,16268,9408,11004,10584,16912,10780,4536,6916,10416,4284,4732,2044,1400,1288,2016
"Atp12a",0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
"Atp13a1",8428,3108,4368,14448,13720,15932,10948,8008,7700,14588,11088,17892,18872,21056,15680,4172,3080,5600
"Atp13a2",12432,5152,8176,17052,10080,10696,15708,17444,11424,20636,20272,24164,18088,21952,15820,4256,3220,7112
"Atp13a3",8764,32648,21112,79856,61740,81116,74368,87192,81312,90384,109788,141904,124516,128324,96432,36344,21028,32732
"Atp13a4",0,0,0,28,0,0,56,0,0,196,532,0,0,0,0,0,28,140
"Atp13a5",0,0,0,0,0,0,224,0,0,0,0,0,280,0,0,0,0,0
"Atp1a1",212548,173600,160468,318220,269836,297584,215880,169092,168840,388276,373128,241836,285096,346668,231476,110796,69832,125496
"Atp1a2",56,476,1820,2240,196,1204,1848,1596,2044,2688,2156,2604,364,224,196,1400,2800,3304
"Atp1a3",387464,296716,328356,484792,419664,434504,1260812,965496,969892,1470896,1438052,1357356,1345120,1762320,1062180,453264,293104,521696
"Atp1a4",112,28,0,924,420,84,28,0,0,0,84,0,0,28,0,0,56,0
"Atp1b1",674100,492156,503468,756168,698488,814296,1807988,2093588,1844276,2722636,2647288,2489816,2420964,2772952,2092468,716436,510944,820176
"Atp1b2",71960,64680,60676,120372,143584,132580,14308,13888,6608,147196,140952,65380,181020,228312,146944,37044,21056,42476
"Atp1b3",5040,12096,15456,9604,5992,9772,22484,27944,27188,31920,31780,47852,36652,34384,17584,10360,5068,12964
"Atp1b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0
"Atp2a1",0,0,168,0,0,28,28,252,28,28,0,0,0,0,588,0,0,0
"Atp2a2",133280,138908,174048,272076,282968,302288,995204,1095864,894068,1250564,1187760,1040396,1138424,1259272,1022672,249424,183904,290668
"Atp2a3",0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
"Atp2b1",214256,220220,193312,518672,444948,490700,1255016,1527764,1337224,860888,888916,1091188,4124008,4791836,3266508,627816,470876,512008
"Atp2b2",294308,228424,227640,337624,299012,361004,774788,844256,791784,337792,359268,386988,627676,787472,533540,104468,71120,122444
"Atp2b3",52976,44296,38836,170856,128100,153972,197400,197232,208572,317436,281764,301868,249200,335888,223832,96712,59584,106064
"Atp2b4",5068,7476,5096,274372,211932,241192,7336,11648,5292,27720,40880,106092,6328,13328,11172,26180,15708,46732
"Atp2c1",43848,24388,51184,71428,65184,86828,129556,147560,149604,155904,160608,242144,211680,257600,192332,50988,32564,40348
"Atp2c2",0,28,0,28,84,280,0,28,0,196,140,0,28,0,532,56,224,0
"Atp4a",0,112,0,0,420,0,84,140,56,336,1400,308,112,448,0,56,0,252
"Atp4b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"Atp5a1",82152,63140,73528,190708,166992,184772,310716,370804,349552,519792,552972,662396,434056,580692,384720,157416,96460,181384
"Atp5b",390432,314132,289268,644728,501536,498232,869344,915152,871472,899668,969136,1262212,821072,1318072,641508,319788,221368,374696
"Atp5c1",25396,36792,22736,54936,50372,54796,96040,100660,99876,123312,123704,168980,153188,189364,117908,37856,27944,49000
"Atp5d",31836,19796,12432,29512,21420,16912,41888,34748,35756,51380,58016,57792,42896,63056,34944,16128,8596,19712
"Atp5e",9492,11172,13412,9044,14840,8848,22456,18564,27412,26012,21504,24388,24248,30212,23268,8596,5488,9604
"Atp5f1",23800,26572,15568,35364,34944,35140,57708,78204,66892,68908,66164,94444,101640,108780,73472,22036,15736,24976
"Atp5g1",65828,63532,49504,56196,39732,50288,89796,74256,81144,97692,106652,112364,77588,96852,78484,23072,13356,29484
"Atp5g2",7280,9996,6692,12852,17640,13384,11760,13524,10836,13104,18368,19376,16016,19404,10276,5376,3472,5180
"Atp5g3",24948,27552,20776,36932,30016,30156,49420,59976,69524,83888,83580,129808,74620,108024,60060,19908,16212,31416
"Atp5h",34608,31360,20832,31640,33992,35196,54068,57904,52024,75880,104692,121016,94444,106876,70588,28280,17276,37996
"Atp5j",53032,35112,22624,34804,43904,43708,64176,63812,68544,70756,78288,107492,64288,76832,68852,15428,14112,22120
"Atp5j2",9716,4900,7896,7672,7812,8820,13412,14196,13888,20888,21084,31108,18004,27636,20552,5012,4704,8036
"Atp5k",10584,6048,10248,7616,8456,8148,12040,11116,10304,23016,28812,28504,17388,26880,18452,8456,3668,6636
