"","143B-CA1-1","143B-DG-1","144B-CA1-1","144B-CA3-1","145B-CA1-1","145B-DG-1","146B-CA1-2","146B-CA3-2","146B-DG-2","147-CA1-4","147-CA3-4","147-DG-4","148-CA1-2","148-CA3-2","148-DG-2","148B-CA1-4","148B-CA3-4","148B-DG-4"
"3300002I08Rik",0,5,1,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0
"3425401B19Rik",0,3,1,0,5,1,0,1,0,1,0,0,12,0,0,0,1,0
"3632451O06Rik",29,12,58,36,27,0,25,89,0,0,0,1,68,92,0,4,224,16
"3830403N18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3830406C13Rik",29,23,43,10,10,24,9,26,0,0,80,26,15,39,13,0,70,9
"3830408C21Rik",0,4,7,0,0,13,0,12,0,0,5,0,0,3,0,0,2,0
"3830417A13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4430402I18Rik",6,23,51,2,20,6,1,13,0,0,0,0,20,30,23,6,16,21
"4833420G17Rik",52,117,144,29,115,86,35,67,4,0,0,1,49,120,161,12,107,16
"4833423E24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4833427G06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4833439L19Rik",251,182,335,128,195,139,121,250,10,28,77,1,217,197,185,22,310,53
"4921501E09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921504E06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921507P07Rik",0,2,5,6,0,0,0,10,0,0,0,0,0,0,0,0,3,0
"4921508M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921509C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921511C20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921511H03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921511M17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921513D11Rik",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"4921513I03Rik",0,3,0,0,0,2,4,2,0,0,0,0,0,6,0,0,2,0
"4921517D22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921524J17Rik",42,32,24,12,22,30,8,21,0,0,16,0,0,15,21,0,18,16
"4921524L21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921528I07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921530L21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921536K21Rik",5,2,7,1,1,1,1,3,1,0,1,0,14,0,12,0,0,0
"4921539E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4922502D21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930402F06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930402H24Rik",164,298,338,140,285,228,195,162,19,10,23,6,198,388,276,44,376,75
"4930402K13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930404H24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930404N11Rik",0,9,0,6,0,9,0,3,2,0,0,0,6,11,1,0,2,1
"4930407I10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930408O17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930412O13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930415F15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930415L06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930415O20Rik",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"4930426L09Rik",2,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0
"4930427A07Rik",0,7,3,0,0,9,2,3,0,0,0,0,0,0,0,1,2,1
"4930430A15Rik",0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930430F08Rik",16,42,29,5,14,16,13,50,2,4,0,0,0,25,21,10,55,16
"4930432K21Rik",5,18,6,0,7,0,1,0,0,0,0,0,0,5,0,0,6,0
"4930432M17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930433I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930435E12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930438A08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930442H23Rik",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4930444G20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"4930444P10Rik",0,1,0,0,0,4,12,0,1,0,5,0,2,0,14,2,3,0
"4930447A16Rik",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930447C04Rik",14,17,53,14,36,11,21,58,0,0,21,0,15,27,0,0,94,11
"4930447F04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930449I24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930451G09Rik",2,14,0,1,9,0,0,2,0,0,0,0,15,0,24,0,0,0
"4930451I11Rik",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930452B06Rik",12,12,0,21,16,4,1,14,0,0,0,0,0,42,14,0,33,3
"4930453N24Rik",28,35,76,29,12,54,27,38,4,7,11,1,40,10,39,0,82,12
"4930455H04Rik",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4930467E23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"4930470P17Rik",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"4930474N05Rik",0,4,7,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0
"4930480E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930486L24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930502E18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4930503B20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930503E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930503L19Rik",15,23,31,2,14,39,8,15,0,0,13,0,38,38,47,0,24,17
"4930504O13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930505A04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930507D05Rik",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"4930512M02Rik",1,12,0,3,10,9,2,0,0,0,0,0,0,15,0,0,11,4
"4930513O06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930516K23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930518I15Rik",2,0,0,0,0,9,0,2,0,0,0,0,0,21,0,0,5,0
"4930519G04Rik",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930519P11Rik",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930522H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930522L14Rik",4,2,0,0,7,2,4,0,0,0,1,0,0,8,0,0,1,0
"4930523C07Rik",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930524B15Rik",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930524J08Rik",1,2,1,0,0,0,0,3,0,0,34,0,0,4,10,0,2,2
"4930524N10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930533K18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930535I16Rik",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930538K18Rik",14,6,19,0,5,3,0,0,0,0,0,0,0,0,7,0,0,1
"4930539E08Rik",7,27,14,8,10,16,15,8,0,0,0,1,21,8,26,0,22,6
"4930544D05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930544G11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930546C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930548H24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930549C01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930550C14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"4930550L24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930553M12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930555G01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930556J24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"4930557A04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930558C23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930558K02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930562C15Rik",5,47,22,13,10,19,13,14,0,0,0,18,0,23,31,1,18,8
"4930563D23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930563I02Rik",0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0
"4930563M21Rik",7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4930564D02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930567H17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930568D16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930572O03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930578C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930578G10Rik",1,24,0,0,0,0,1,1,0,0,0,0,4,0,20,0,0,5
"4930578I06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930579F01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930579G24Rik",1,4,0,0,0,0,0,5,1,0,0,0,2,0,0,2,8,3
"4930583I09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930590J08Rik",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"4930595D18Rik",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930595M18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930596D02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931400O07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931406B18Rik",3,3,1,9,0,1,2,15,0,0,0,3,0,2,3,3,10,2
"4931406C07Rik",25,12,40,9,13,18,2,19,0,0,0,0,25,26,25,0,56,13
"4931406P16Rik",63,64,35,28,103,58,45,61,2,0,21,0,57,67,63,6,106,34
"4931408C20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931409K22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931414P19Rik",4,1,12,3,13,5,12,0,0,0,0,0,2,0,0,0,2,2
"4931417E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931422A03Rik",2,0,2,0,0,4,2,9,0,0,4,0,0,0,0,0,2,0
"4931423N10Rik",0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,1
"4931428F04Rik",46,89,43,48,89,33,43,53,5,0,106,0,17,79,94,0,102,8
"4931428L18Rik",6,12,6,4,7,4,2,8,0,0,19,0,0,4,0,1,26,11
"4931429L15Rik",0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,0
"4931431F19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931440F15Rik",3,5,0,0,0,0,3,0,0,0,0,0,3,0,4,0,2,1
"4932411E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4932411N23Rik",0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4932414N04Rik",0,0,13,0,0,14,0,1,0,0,0,0,11,0,14,0,13,1
"4932415D10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4932429P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4932438A13Rik",204,288,456,161,307,290,215,244,15,68,18,3,502,193,226,34,402,87
"4932438H23Rik",0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,3,0
"4932443I19Rik",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933400A11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402D24Rik",4,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,5,2
"4933402E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402J07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402N03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402N22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402P03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933403O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933405L10Rik",0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0
"4933405O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933406M09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933406P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"4933407L21Rik",4,13,0,1,0,0,0,10,0,0,0,0,0,1,0,0,3,3
"4933408B17Rik",0,6,0,1,14,0,0,0,0,0,0,0,0,0,17,0,5,3
"4933408J17Rik",0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"4933409G03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933411G06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933411K16Rik",0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0
"4933412E24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933413G19Rik",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"4933414I15Rik",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"4933415A04Rik",0,0,0,0,0,0,0,0,0,0,9,0,7,8,2,0,1,1
"4933415F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933416C03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933417A18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933421I07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933424G06Rik",0,3,0,0,5,13,0,0,0,0,0,0,0,0,11,0,1,1
"4933425L06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933427D14Rik",81,89,137,33,79,82,99,69,1,3,25,1,47,85,86,0,149,24
"4933427I04Rik",2,6,1,0,0,7,3,0,0,0,0,0,0,0,0,0,6,0
"4933428G20Rik",13,14,9,6,12,13,0,0,0,0,8,0,5,13,3,0,6,0
"4933428M09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933430I17Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"4933434E20Rik",58,129,102,33,79,82,32,96,0,22,36,0,98,78,99,26,146,52
"4933436I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5031410I06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5031414D18Rik",5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
"5031439G07Rik",189,289,266,145,376,205,148,345,20,18,30,16,159,392,364,17,550,73
"5330417C22Rik",65,153,104,38,105,127,39,88,7,6,0,1,148,55,181,22,137,46
"5330417H12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430401F13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430402E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430403G16Rik",3,3,15,0,21,5,1,4,0,0,0,0,0,8,0,0,6,1
"5430416O09Rik",0,0,0,0,0,3,1,0,0,0,0,0,26,4,3,0,2,1
"5430419D17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430427O19Rik",0,0,12,1,9,13,11,13,4,1,2,5,21,2,21,0,1,2
"5530400C23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5530401A14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5730409E04Rik",139,187,192,59,166,54,73,365,4,13,152,17,81,221,182,27,378,53
"5730455P16Rik",148,151,173,57,143,117,103,197,9,0,22,30,336,157,215,32,229,48
"5730480H06Rik",15,12,65,9,0,11,4,9,1,0,0,0,15,7,22,0,19,2
"5730507C01Rik",3,3,8,3,0,5,4,2,0,0,6,0,0,0,0,0,8,0
"5730508B09Rik",5,0,7,11,7,0,1,16,0,0,0,0,0,6,0,0,20,1
"5730522E02Rik",3,0,1,0,0,0,7,4,0,0,0,0,19,1,0,0,5,3
"5730559C18Rik",9,8,5,9,2,9,2,10,0,0,0,1,0,3,0,2,10,1
"5730596B20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5830411N06Rik",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5830454E08Rik",0,0,8,1,8,1,0,0,0,0,13,0,0,8,0,0,1,0
"5830473C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5930422O12Rik",0,5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,1
"6030419C18Rik",300,608,322,217,388,452,137,500,33,4,139,32,280,438,413,11,589,215
"6030445D17Rik",0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6030452D12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6030458C11Rik",117,80,97,28,128,82,42,72,1,3,15,0,103,57,86,16,146,45
"6030468B19Rik",0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,8,0
"6030469F06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6030498E09Rik",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1
"6330408A02Rik",35,15,38,0,17,2,31,35,0,0,0,0,4,61,21,0,50,8
"6330409D20Rik",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
"6430531B16Rik",0,1,0,0,1,0,0,0,0,3,0,0,2,0,0,0,1,1
"6430548M08Rik",220,343,319,163,149,227,135,554,10,15,94,28,256,515,219,7,715,138
"6430550D23Rik",0,31,15,0,0,0,2,11,0,0,0,0,1,12,27,0,27,1
"6430571L13Rik",26,2,0,1,12,0,2,1,0,0,10,5,0,1,4,0,16,5
"6430573F11Rik",17,0,2,0,18,9,3,8,0,0,0,1,0,3,0,0,5,1
"6430628N08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6720489N17Rik",13,3,5,1,9,2,8,6,0,0,0,0,11,2,19,0,22,12
"6820408C15Rik",3,2,0,0,0,0,0,1,0,0,1,0,0,8,0,0,3,1
"7420426K07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7420461P10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7530416G11Rik",0,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0
"8030411F24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8030423J24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8030462N17Rik",72,76,70,38,70,54,58,43,0,18,0,2,85,29,110,1,59,16
"8030474K03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8430408G22Rik",0,5,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"9030612E09Rik",1,0,0,1,11,6,5,4,0,0,0,0,5,1,2,1,4,1
"9030617O03Rik",0,14,0,1,1,6,1,30,0,0,0,0,2,16,0,0,11,4
"9030624G23Rik",9,0,9,2,0,0,0,3,0,0,0,0,0,4,11,0,2,0
"9030624J02Rik",74,102,83,32,159,85,30,119,1,7,1,3,74,148,182,4,159,38
"9130008F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9130011E15Rik",16,39,64,12,59,21,23,54,0,0,28,0,63,38,0,0,77,24
"9130019O22Rik",1,24,8,16,0,14,4,11,0,0,0,0,7,15,15,0,30,4
"9130023H24Rik",2,2,2,0,0,0,13,10,0,0,0,0,0,0,0,1,6,0
"9130204L05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9130213A22Rik",0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"9130230L23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9130401M01Rik",17,79,59,15,42,36,8,21,1,0,42,4,18,48,52,20,52,26
"9130409I23Rik",0,0,0,0,0,6,6,0,0,0,0,0,0,0,9,0,0,1
"9130409J20Rik",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9230019H11Rik",0,0,0,0,0,5,0,3,0,0,0,0,0,0,2,0,5,0
"9230102O04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9230104L09Rik",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9230104M06Rik",0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0
"9230106D20Rik",0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"9230109A22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9230110C19Rik",14,28,30,0,1,15,11,6,0,0,24,0,8,22,12,4,22,18
"9230110F15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9230112D13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9230113P08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9330151L19Rik",44,46,72,24,66,45,27,43,2,12,0,0,39,60,30,3,25,18
"9330159F19Rik",179,228,322,84,247,193,155,266,7,5,59,2,248,261,348,36,267,69
"9330161L09Rik",0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
"9330182L06Rik",42,23,68,9,25,25,53,52,0,2,0,2,34,36,0,14,71,9
"9330182O14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9430007A20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9430015G10Rik",13,47,23,6,47,39,20,21,11,0,0,0,65,44,35,11,66,27
"9430016H08Rik",20,38,27,9,46,13,9,44,0,20,10,0,27,23,35,9,52,6
"9430020K01Rik",237,32,291,49,213,46,132,92,0,10,0,0,240,66,17,40,90,19
"9430038I01Rik",6,15,16,4,5,10,0,8,0,6,0,0,18,14,22,0,15,0
"9430069I07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9430076C15Rik",7,13,12,0,0,2,8,30,0,0,0,0,8,13,0,0,27,2
"9430097D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9530002B09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9530003J23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"9530053A07Rik",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9530068E07Rik",144,156,223,62,97,77,94,154,8,9,22,5,141,135,101,14,258,42
"9530077C05Rik",2,11,29,0,0,29,3,6,2,0,0,0,19,12,48,1,17,6
"9630041A04Rik",0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0
"9830107B12Rik",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
"9930012K11Rik",5,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,6,0
"9930021J03Rik",94,131,217,36,98,144,137,74,7,2,21,43,153,94,113,20,124,48
"9930022D16Rik",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"9930111J21Rik1",4,1,0,3,0,7,1,3,0,0,0,1,0,17,19,0,13,3
"9930111J21Rik2",80,178,88,47,49,145,75,102,5,1,4,1,106,119,281,18,131,25
"a",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"A130010J15Rik",11,31,4,11,5,5,4,23,2,0,5,0,19,22,6,0,29,8
"A130051J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A130057D12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A1bg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A1cf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A230046K03Rik",23,135,44,39,58,87,40,132,4,8,48,0,39,84,167,1,164,43
"A230050P20Rik",119,212,206,55,121,87,52,116,4,0,42,1,107,203,180,16,216,86
"A230065H16Rik",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A230072I06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A26c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2m",11,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0
"A330017A19Rik",6,7,13,5,8,10,3,0,1,0,0,0,0,0,10,0,0,0
"A330070K13Rik",0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,13,0
"A3galt2",0,11,12,2,0,2,3,5,0,0,0,0,0,0,0,0,3,1
"A430005L14Rik",25,1,9,21,34,1,5,20,0,0,0,0,15,11,10,1,46,24
"A430033K04Rik",28,57,44,21,27,28,41,58,6,3,7,0,11,27,81,19,61,17
"A430078G23Rik",11,17,24,4,3,13,5,16,4,0,0,1,0,28,17,11,21,1
"A430089I19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A430105I19Rik",8,35,16,6,13,51,4,19,0,0,1,0,3,11,72,1,18,14
"A4galt",1,0,0,0,1,0,1,4,0,0,0,1,0,0,1,0,0,1
"A4gnt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A530016L24Rik",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
